MCM_STATE | mode=market impulse=-0.4216 motivation=-0.0575 risk=-0.0893 replay=0.0000 self_state=active attractor=analysis mean_energy=-0.6496 mean_motivation=-0.0466 mean_risk=-0.1285 mean_velocity=0.1822 clusters=1 memory_center=-0.6469 memory_strength=12
MCM_STATE | mode=market impulse=-0.0354 motivation=-0.0481 risk=-0.2121 replay=-0.0083 self_state=active attractor=cooperate mean_energy=0.3454 mean_motivation=-0.1260 mean_risk=-1.1964 mean_velocity=0.2819 clusters=1 memory_center=0.4604 memory_strength=45
MCM_STATE | mode=market impulse=-0.5425 motivation=-0.0927 risk=-0.1373 replay=-0.0083 self_state=active attractor=cooperate mean_energy=-0.5300 mean_motivation=-0.2084 mean_risk=-1.1511 mean_velocity=0.2927 clusters=1 memory_center=0.4604 memory_strength=38
MCM_STATE | mode=market impulse=1.3704 motivation=0.2884 risk=-0.1493 replay=-0.0076 self_state=active attractor=cooperate mean_energy=1.5930 mean_motivation=0.0870 mean_risk=-1.1499 mean_velocity=0.3012 clusters=1 memory_center=0.4604 memory_strength=32
MCM_STATE | mode=outcome impulse=-0.9364 motivation=-0.2261 risk=-0.2235 replay=-0.0076 self_state=stable attractor=cooperate mean_energy=-0.0208 mean_motivation=-0.0985 mean_risk=-1.1965 mean_velocity=0.2928 clusters=1 memory_center=0.4604 memory_strength=27
MCM_STATE | mode=market impulse=-0.4572 motivation=-0.0581 risk=-0.1813 replay=-0.0016 self_state=active attractor=cooperate mean_energy=-0.7580 mean_motivation=-0.1198 mean_risk=-1.1878 mean_velocity=0.3052 clusters=1 memory_center=0.4604 memory_strength=23
MCM_STATE | mode=market impulse=-0.8470 motivation=-0.0708 risk=-0.2401 replay=0.0197 self_state=active attractor=cooperate mean_energy=-1.8542 mean_motivation=-0.1410 mean_risk=-1.2457 mean_velocity=0.2126 clusters=1 memory_center=0.4604 memory_strength=20
MCM_STATE | mode=market impulse=-1.0580 motivation=-0.0742 risk=-0.2999 replay=-0.0080 self_state=active attractor=defense mean_energy=-2.0500 mean_motivation=-0.1830 mean_risk=-1.3818 mean_velocity=0.1863 clusters=1 memory_center=-2.1257 memory_strength=25
MCM_STATE | mode=market impulse=-1.1248 motivation=-0.0852 risk=-0.3397 replay=0.0264 self_state=stressed attractor=defense mean_energy=-1.8040 mean_motivation=-0.2330 mean_risk=-1.5319 mean_velocity=0.1799 clusters=1 memory_center=-2.1629 memory_strength=33
MCM_STATE | mode=market impulse=0.5796 motivation=0.0717 risk=-0.0619 replay=0.0264 self_state=active attractor=defense mean_energy=-0.6886 mean_motivation=-0.1636 mean_risk=-1.4387 mean_velocity=0.2361 clusters=1 memory_center=-2.1629 memory_strength=28
MCM_STATE | mode=market impulse=0.5686 motivation=0.0369 risk=-0.1256 replay=0.0197 self_state=active attractor=defense mean_energy=0.3280 mean_motivation=-0.1013 mean_risk=-1.3667 mean_velocity=0.2831 clusters=1 memory_center=-2.1629 memory_strength=24
MCM_STATE | mode=market impulse=-0.3802 motivation=-0.0461 risk=-0.1182 replay=-0.0016 self_state=active attractor=defense mean_energy=-0.2286 mean_motivation=-0.1070 mean_risk=-1.2443 mean_velocity=0.2792 clusters=1 memory_center=-2.1629 memory_strength=20
MCM_STATE | mode=market impulse=0.2223 motivation=-0.0306 risk=-0.1203 replay=-0.0260 self_state=stable attractor=cooperate mean_energy=0.1481 mean_motivation=-0.1142 mean_risk=-1.1178 mean_velocity=0.2846 clusters=1 memory_center=0.3343 memory_strength=28
MCM_STATE | mode=market impulse=-0.0243 motivation=0.0366 risk=-0.0832 replay=-0.0025 self_state=stable attractor=cooperate mean_energy=0.1150 mean_motivation=-0.0773 mean_risk=-0.9888 mean_velocity=0.2787 clusters=1 memory_center=0.1871 memory_strength=36
MCM_STATE | mode=market impulse=1.0335 motivation=0.1823 risk=-0.0968 replay=-0.0260 self_state=active attractor=cooperate mean_energy=1.4622 mean_motivation=0.0897 mean_risk=-0.9336 mean_velocity=0.1844 clusters=1 memory_center=0.1871 memory_strength=31
MCM_STATE | mode=outcome impulse=0.8203 motivation=0.2850 risk=-0.2085 replay=-0.0260 self_state=active attractor=cooperate mean_energy=1.9500 mean_motivation=0.3518 mean_risk=-0.9611 mean_velocity=0.1598 clusters=1 memory_center=0.1871 memory_strength=26
MCM_STATE | mode=market impulse=0.2021 motivation=-0.0007 risk=-0.0644 replay=0.0264 self_state=active attractor=explore mean_energy=1.7942 mean_motivation=0.3352 mean_risk=-0.8932 mean_velocity=0.1719 clusters=1 memory_center=2.1216 memory_strength=25
MCM_STATE | mode=market impulse=-0.6470 motivation=-0.0967 risk=-0.1967 replay=0.0205 self_state=active attractor=explore mean_energy=0.5427 mean_motivation=0.2072 mean_risk=-0.9523 mean_velocity=0.2364 clusters=1 memory_center=2.1216 memory_strength=21
MCM_STATE | mode=market impulse=1.1746 motivation=0.2267 risk=-0.1225 replay=-0.0260 self_state=active attractor=explore mean_energy=1.8640 mean_motivation=0.3715 mean_risk=-0.9578 mean_velocity=0.1729 clusters=1 memory_center=2.1281 memory_strength=30
MCM_STATE | mode=outcome impulse=-0.9397 motivation=-0.2261 risk=-0.2235 replay=-0.0260 self_state=stable attractor=explore mean_energy=0.1284 mean_motivation=0.1435 mean_risk=-1.0670 mean_velocity=0.2304 clusters=1 memory_center=2.1281 memory_strength=26
MCM_STATE | mode=market impulse=-0.8492 motivation=-0.0531 risk=-0.2612 replay=0.0205 self_state=active attractor=explore mean_energy=-1.3325 mean_motivation=0.1115 mean_risk=-1.1673 mean_velocity=0.2641 clusters=1 memory_center=2.1281 memory_strength=22
MCM_STATE | mode=market impulse=-0.9615 motivation=-0.0631 risk=-0.3150 replay=-0.0025 self_state=active attractor=explore mean_energy=-2.0500 mean_motivation=0.0895 mean_risk=-1.2573 mean_velocity=0.1820 clusters=1 memory_center=2.1281 memory_strength=19
MCM_STATE | mode=market impulse=-0.5923 motivation=-0.0352 risk=-0.1514 replay=-0.0160 self_state=active attractor=defense mean_energy=-2.0500 mean_motivation=0.0835 mean_risk=-1.2107 mean_velocity=0.1735 clusters=1 memory_center=-2.1907 memory_strength=25
MCM_STATE | mode=market impulse=1.7196 motivation=0.1274 risk=-0.2324 replay=0.0205 self_state=active attractor=defense mean_energy=0.7870 mean_motivation=0.2138 mean_risk=-1.3255 mean_velocity=0.2576 clusters=1 memory_center=-2.1907 memory_strength=21
MCM_STATE | mode=market impulse=0.7341 motivation=0.1132 risk=-0.0735 replay=0.0079 self_state=active attractor=explore mean_energy=1.5972 mean_motivation=0.2926 mean_risk=-1.2225 mean_velocity=0.1858 clusters=1 memory_center=1.9738 memory_strength=24
MCM_STATE | mode=market impulse=0.9980 motivation=0.1457 risk=-0.1395 replay=-0.0263 self_state=active attractor=explore mean_energy=1.9500 mean_motivation=0.3999 mean_risk=-1.2386 mean_velocity=0.1608 clusters=1 memory_center=2.0869 memory_strength=32
MCM_STATE | mode=market impulse=1.3222 motivation=0.2583 risk=-0.1492 replay=0.0250 self_state=active attractor=explore mean_energy=1.9500 mean_motivation=0.5550 mean_risk=-1.3039 mean_velocity=0.1542 clusters=1 memory_center=2.1435 memory_strength=39
MCM_STATE | mode=outcome impulse=-0.9379 motivation=-0.2261 risk=-0.2235 replay=-0.0160 self_state=active attractor=explore mean_energy=0.2441 mean_motivation=0.2833 mean_risk=-1.3266 mean_velocity=0.2378 clusters=1 memory_center=2.1435 memory_strength=33
MCM_STATE | mode=market impulse=-0.3850 motivation=-0.0483 risk=-0.1459 replay=-0.0160 self_state=active attractor=explore mean_energy=-0.4906 mean_motivation=0.2082 mean_risk=-1.3116 mean_velocity=0.2603 clusters=1 memory_center=2.1435 memory_strength=28
MCM_STATE | mode=market impulse=1.7420 motivation=0.1357 risk=-0.2179 replay=-0.0070 self_state=active attractor=explore mean_energy=1.8901 mean_motivation=0.2837 mean_risk=-1.3802 mean_velocity=0.1885 clusters=1 memory_center=2.1368 memory_strength=36
MCM_STATE | mode=market impulse=0.7125 motivation=0.0536 risk=-0.0678 replay=0.0256 self_state=active attractor=explore mean_energy=1.9499 mean_motivation=0.2738 mean_risk=-1.2410 mean_velocity=0.1739 clusters=1 memory_center=2.1684 memory_strength=43
MCM_STATE | mode=market impulse=1.7698 motivation=0.1462 risk=-0.2379 replay=0.0260 self_state=active attractor=explore mean_energy=1.9500 mean_motivation=0.3463 mean_risk=-1.2935 mean_velocity=0.1522 clusters=1 memory_center=2.1842 memory_strength=49
MCM_STATE | mode=market impulse=0.5686 motivation=0.0968 risk=-0.0200 replay=-0.0263 self_state=active attractor=explore mean_energy=1.9497 mean_motivation=0.4086 mean_risk=-1.1242 mean_velocity=0.1562 clusters=1 memory_center=2.1921 memory_strength=54
MCM_STATE | mode=market impulse=-0.2197 motivation=-0.0381 risk=-0.0483 replay=0.0023 self_state=active attractor=explore mean_energy=1.3694 mean_motivation=0.3057 mean_risk=-0.9675 mean_velocity=0.2412 clusters=1 memory_center=2.1921 memory_strength=46
MCM_STATE | mode=market impulse=1.4107 motivation=0.3078 risk=-0.1740 replay=-0.0263 self_state=active attractor=explore mean_energy=1.9500 mean_motivation=0.4956 mean_risk=-1.0289 mean_velocity=0.1729 clusters=1 memory_center=2.1961 memory_strength=51
MCM_STATE | mode=outcome impulse=-0.9346 motivation=-0.2261 risk=-0.2235 replay=0.0023 self_state=active attractor=explore mean_energy=0.2823 mean_motivation=0.2258 mean_risk=-1.0980 mean_velocity=0.2129 clusters=1 memory_center=2.1961 memory_strength=43
MCM_STATE | mode=market impulse=-0.5460 motivation=-0.0329 risk=-0.1090 replay=-0.0070 self_state=active attractor=explore mean_energy=-0.6708 mean_motivation=0.1847 mean_risk=-1.0502 mean_velocity=0.2486 clusters=1 memory_center=2.1961 memory_strength=37
MCM_STATE | mode=market impulse=-1.0611 motivation=-0.0755 risk=-0.3071 replay=-0.0074 self_state=active attractor=explore mean_energy=-2.0365 mean_motivation=0.0376 mean_risk=-1.1799 mean_velocity=0.2090 clusters=1 memory_center=2.1961 memory_strength=31
MCM_STATE | mode=market impulse=1.4078 motivation=0.1104 risk=-0.1754 replay=-0.0160 self_state=active attractor=explore mean_energy=0.3304 mean_motivation=0.0912 mean_risk=-1.2158 mean_velocity=0.2572 clusters=1 memory_center=2.1961 memory_strength=26
MCM_STATE | mode=market impulse=1.6092 motivation=0.1108 risk=-0.2243 replay=0.0186 self_state=active attractor=explore mean_energy=1.9500 mean_motivation=0.1697 mean_risk=-1.2781 mean_velocity=0.1846 clusters=1 memory_center=2.1980 memory_strength=34
MCM_STATE | mode=market impulse=0.9889 motivation=0.1528 risk=-0.1135 replay=-0.0025 self_state=active attractor=explore mean_energy=1.9500 mean_motivation=0.2449 mean_risk=-1.2468 mean_velocity=0.1710 clusters=1 memory_center=2.1990 memory_strength=41
MCM_STATE | mode=market impulse=1.5351 motivation=0.3363 risk=-0.1779 replay=-0.0160 self_state=active attractor=explore mean_energy=1.9500 mean_motivation=0.4837 mean_risk=-1.3562 mean_velocity=0.1576 clusters=1 memory_center=2.1995 memory_strength=47
MCM_STATE | mode=outcome impulse=-0.9344 motivation=-0.2261 risk=-0.2235 replay=0.0032 self_state=active attractor=explore mean_energy=0.3072 mean_motivation=0.1777 mean_risk=-1.4425 mean_velocity=0.2207 clusters=1 memory_center=2.1995 memory_strength=40
MCM_STATE | mode=market impulse=-0.6841 motivation=-0.0544 risk=-0.1699 replay=0.0264 self_state=active attractor=explore mean_energy=-0.7895 mean_motivation=0.0347 mean_risk=-1.4078 mean_velocity=0.2696 clusters=1 memory_center=2.1995 memory_strength=34
MCM_STATE | mode=market impulse=-0.4449 motivation=-0.0380 risk=-0.1040 replay=-0.0084 self_state=active attractor=explore mean_energy=-1.4619 mean_motivation=-0.0994 mean_risk=-1.2932 mean_velocity=0.2914 clusters=1 memory_center=2.1995 memory_strength=29
MCM_STATE | mode=market impulse=0.9703 motivation=0.0678 risk=-0.0801 replay=-0.0169 self_state=stable attractor=cooperate mean_energy=0.1351 mean_motivation=-0.1231 mean_risk=-1.1606 mean_velocity=0.3063 clusters=1 memory_center=0.2114 memory_strength=26
MCM_STATE | mode=market impulse=0.9076 motivation=0.0850 risk=-0.1504 replay=-0.0263 self_state=active attractor=cooperate mean_energy=1.5257 mean_motivation=-0.0903 mean_risk=-1.0997 mean_velocity=0.3151 clusters=1 memory_center=0.2114 memory_strength=22
MCM_STATE | mode=market impulse=0.2720 motivation=0.0970 risk=-0.1599 replay=-0.0025 self_state=active attractor=explore mean_energy=1.5400 mean_motivation=-0.0204 mean_risk=-1.0403 mean_velocity=0.2187 clusters=1 memory_center=1.6632 memory_strength=25
MCM_STATE | mode=market impulse=1.3224 motivation=0.2546 risk=-0.1617 replay=-0.0025 self_state=active attractor=explore mean_energy=1.9500 mean_motivation=0.1867 mean_risk=-1.0929 mean_velocity=0.1659 clusters=1 memory_center=2.1998 memory_strength=27
MCM_STATE | mode=outcome impulse=-0.9336 motivation=-0.2261 risk=-0.2235 replay=0.0079 self_state=active attractor=cooperate mean_energy=0.2827 mean_motivation=-0.0400 mean_risk=-1.1837 mean_velocity=0.2208 clusters=1 memory_center=0.2375 memory_strength=26
MCM_STATE | mode=market impulse=-1.1090 motivation=-0.0837 risk=-0.3388 replay=-0.0025 self_state=active attractor=cooperate mean_energy=-1.5403 mean_motivation=-0.1297 mean_risk=-1.3480 mean_velocity=0.2601 clusters=1 memory_center=0.2375 memory_strength=22
MCM_STATE | mode=market impulse=-0.2109 motivation=-0.0100 risk=-0.0249 replay=0.0079 self_state=active attractor=cooperate mean_energy=-1.7890 mean_motivation=-0.1480 mean_risk=-1.1222 mean_velocity=0.2921 clusters=1 memory_center=0.2375 memory_strength=19
MCM_STATE | mode=market impulse=1.8119 motivation=0.1696 risk=-0.2272 replay=0.0264 self_state=active attractor=cooperate mean_energy=1.1406 mean_motivation=-0.0375 mean_risk=-1.1452 mean_velocity=0.2921 clusters=1 memory_center=0.2375 memory_strength=16
MCM_STATE | mode=market impulse=0.8052 motivation=0.0673 risk=-0.0931 replay=-0.0219 self_state=active attractor=explore mean_energy=1.9194 mean_motivation=-0.0327 mean_risk=-0.9572 mean_velocity=0.2003 clusters=1 memory_center=2.1740 memory_strength=24
MCM_STATE | mode=market impulse=0.2680 motivation=0.0626 risk=-0.0496 replay=-0.0176 self_state=active attractor=explore mean_energy=1.8560 mean_motivation=0.0038 mean_risk=-0.8324 mean_velocity=0.1727 clusters=1 memory_center=2.1568 memory_strength=32
MCM_STATE | mode=market impulse=0.6118 motivation=0.1084 risk=-0.0251 replay=0.0079 self_state=active attractor=explore mean_energy=1.9495 mean_motivation=0.0839 mean_risk=-0.7445 mean_velocity=0.1622 clusters=1 memory_center=2.1784 memory_strength=39
MCM_STATE | mode=market impulse=1.3084 motivation=0.2863 risk=-0.1714 replay=-0.0176 self_state=active attractor=explore mean_energy=1.9500 mean_motivation=0.2769 mean_risk=-0.8590 mean_velocity=0.1587 clusters=1 memory_center=2.1892 memory_strength=45
MCM_STATE | mode=outcome impulse=-0.9389 motivation=-0.2261 risk=-0.2235 replay=-0.0219 self_state=active attractor=explore mean_energy=0.2374 mean_motivation=0.0352 mean_risk=-0.9892 mean_velocity=0.2256 clusters=1 memory_center=2.1892 memory_strength=38
MCM_STATE | mode=market impulse=-0.9683 motivation=-0.0703 risk=-0.3040 replay=0.0263 self_state=active attractor=explore mean_energy=-1.3480 mean_motivation=-0.0531 mean_risk=-1.1668 mean_velocity=0.2753 clusters=1 memory_center=2.1892 memory_strength=32
MCM_STATE | mode=market impulse=-0.9380 motivation=-0.0803 risk=-0.2837 replay=0.0026 self_state=active attractor=explore mean_energy=-2.0500 mean_motivation=-0.0700 mean_risk=-1.3199 mean_velocity=0.1903 clusters=1 memory_center=2.1892 memory_strength=27
MCM_STATE | mode=market impulse=-0.0998 motivation=-0.0477 risk=-0.1661 replay=-0.0025 self_state=active attractor=defense mean_energy=-1.8390 mean_motivation=-0.0367 mean_risk=-1.3068 mean_velocity=0.1898 clusters=1 memory_center=-2.0761 memory_strength=25
MCM_STATE | mode=market impulse=0.1009 motivation=-0.0082 risk=-0.0331 replay=-0.0169 self_state=active attractor=analysis mean_energy=-1.4965 mean_motivation=0.0267 mean_risk=-1.1810 mean_velocity=0.2645 clusters=1 memory_center=-1.4572 memory_strength=22
MCM_STATE | mode=market impulse=0.7624 motivation=0.1245 risk=-0.0775 replay=-0.0084 self_state=stable attractor=cooperate mean_energy=-0.1217 mean_motivation=0.1818 mean_risk=-1.1697 mean_velocity=0.2910 clusters=1 memory_center=0.0652 memory_strength=20
MCM_STATE | mode=market impulse=0.0268 motivation=0.0536 risk=-0.1500 replay=0.0200 self_state=stable attractor=cooperate mean_energy=0.0346 mean_motivation=0.2050 mean_risk=-1.1601 mean_velocity=0.3183 clusters=1 memory_center=0.0396 memory_strength=29
MCM_STATE | mode=market impulse=-0.7762 motivation=-0.1343 risk=-0.2177 replay=0.0263 self_state=active attractor=cooperate mean_energy=-1.0770 mean_motivation=0.0295 mean_risk=-1.2080 mean_velocity=0.3415 clusters=1 memory_center=0.0396 memory_strength=25
MCM_STATE | mode=outcome impulse=0.8205 motivation=0.2850 risk=-0.2085 replay=-0.0249 self_state=active attractor=cooperate mean_energy=0.3409 mean_motivation=0.2876 mean_risk=-1.2173 mean_velocity=0.3467 clusters=1 memory_center=0.1963 memory_strength=33
MCM_STATE | mode=market impulse=1.0301 motivation=0.1834 risk=-0.0925 replay=0.0143 self_state=active attractor=cooperate mean_energy=1.6368 mean_motivation=0.3695 mean_risk=-1.1084 mean_velocity=0.2098 clusters=1 memory_center=0.1963 memory_strength=28
MCM_STATE | mode=outcome impulse=0.8219 motivation=0.2850 risk=-0.2085 replay=-0.0175 self_state=active attractor=explore mean_energy=1.9500 mean_motivation=0.5929 mean_risk=-1.1144 mean_velocity=0.1659 clusters=1 memory_center=2.1134 memory_strength=29
MCM_STATE | mode=market impulse=1.1636 motivation=0.2111 risk=-0.1489 replay=-0.0025 self_state=active attractor=explore mean_energy=1.9500 mean_motivation=0.7016 mean_risk=-1.1452 mean_velocity=0.1446 clusters=1 memory_center=2.1567 memory_strength=37
MCM_STATE | mode=outcome impulse=-0.9346 motivation=-0.2261 risk=-0.2235 replay=0.0024 self_state=active attractor=explore mean_energy=0.3043 mean_motivation=0.3908 mean_risk=-1.1970 mean_velocity=0.2253 clusters=1 memory_center=2.1567 memory_strength=31
MCM_STATE | mode=market impulse=1.8064 motivation=0.1611 risk=-0.2208 replay=0.0143 self_state=active attractor=explore mean_energy=1.9500 mean_motivation=0.4445 mean_risk=-1.3169 mean_velocity=0.1849 clusters=1 memory_center=2.1784 memory_strength=38
MCM_STATE | mode=market impulse=-0.6840 motivation=-0.0516 risk=-0.1658 replay=0.0079 self_state=active attractor=explore mean_energy=0.6842 mean_motivation=0.3088 mean_risk=-1.3605 mean_velocity=0.2320 clusters=1 memory_center=2.1784 memory_strength=32
MCM_STATE | mode=market impulse=1.4663 motivation=0.0934 risk=-0.2145 replay=-0.0130 self_state=active attractor=explore mean_energy=1.9500 mean_motivation=0.2990 mean_risk=-1.4064 mean_velocity=0.1915 clusters=1 memory_center=2.1892 memory_strength=39
MCM_STATE | mode=market impulse=1.1070 motivation=0.1036 risk=-0.1780 replay=-0.0249 self_state=active attractor=explore mean_energy=1.9500 mean_motivation=0.3337 mean_risk=-1.3521 mean_velocity=0.1599 clusters=1 memory_center=2.1946 memory_strength=45
MCM_STATE | mode=market impulse=-0.6248 motivation=-0.0896 risk=-0.2227 replay=-0.0130 self_state=active attractor=explore mean_energy=0.6918 mean_motivation=0.1620 mean_risk=-1.3430 mean_velocity=0.2597 clusters=1 memory_center=2.1946 memory_strength=38
MCM_STATE | mode=market impulse=1.1111 motivation=0.2227 risk=-0.1145 replay=0.0030 self_state=active attractor=explore mean_energy=1.8906 mean_motivation=0.2970 mean_risk=-1.2930 mean_velocity=0.1952 clusters=1 memory_center=2.1681 memory_strength=44
MCM_STATE | mode=outcome impulse=-0.9324 motivation=-0.2261 risk=-0.2235 replay=0.0143 self_state=stable attractor=explore mean_energy=0.1765 mean_motivation=0.0295 mean_risk=-1.3241 mean_velocity=0.2385 clusters=1 memory_center=2.1681 memory_strength=37
MCM_STATE | mode=market impulse=0.6601 motivation=0.0241 risk=-0.0705 replay=0.0026 self_state=active attractor=explore mean_energy=1.0293 mean_motivation=0.0404 mean_risk=-1.1747 mean_velocity=0.3019 clusters=1 memory_center=2.1681 memory_strength=31
MCM_STATE | mode=market impulse=0.1994 motivation=-0.0422 risk=-0.2103 replay=0.0200 self_state=active attractor=explore mean_energy=1.1240 mean_motivation=-0.0131 mean_risk=-1.1402 mean_velocity=0.3008 clusters=1 memory_center=2.1681 memory_strength=26
MCM_STATE | mode=market impulse=1.7902 motivation=0.1693 risk=-0.2272 replay=-0.0219 self_state=active attractor=explore mean_energy=1.9500 mean_motivation=0.1432 mean_risk=-1.1071 mean_velocity=0.2043 clusters=1 memory_center=2.1841 memory_strength=34
MCM_STATE | mode=market impulse=-0.0076 motivation=-0.0093 risk=-0.0217 replay=0.0262 self_state=active attractor=explore mean_energy=1.4458 mean_motivation=0.0995 mean_risk=-0.8930 mean_velocity=0.1654 clusters=1 memory_center=2.1841 memory_strength=29
MCM_STATE | mode=market impulse=1.4534 motivation=0.2995 risk=-0.1706 replay=0.0202 self_state=active attractor=explore mean_energy=1.9500 mean_motivation=0.3410 mean_risk=-0.9368 mean_velocity=0.1520 clusters=1 memory_center=2.1920 memory_strength=37
MCM_STATE | mode=market impulse=0.9095 motivation=0.1210 risk=-0.1206 replay=-0.0249 self_state=active attractor=explore mean_energy=1.9500 mean_motivation=0.3695 mean_risk=-0.9441 mean_velocity=0.1470 clusters=1 memory_center=2.1960 memory_strength=43
MCM_STATE | mode=market impulse=0.9044 motivation=0.2273 risk=-0.1496 replay=-0.0130 self_state=active attractor=explore mean_energy=1.9500 mean_motivation=0.5321 mean_risk=-0.9949 mean_velocity=0.1636 clusters=1 memory_center=2.1980 memory_strength=49
MCM_STATE | mode=outcome impulse=0.8286 motivation=0.2850 risk=-0.2085 replay=0.0202 self_state=active attractor=explore mean_energy=1.9500 mean_motivation=0.7382 mean_risk=-1.0868 mean_velocity=0.1567 clusters=1 memory_center=2.1990 memory_strength=54
MCM_STATE | mode=market impulse=-0.6052 motivation=-0.0881 risk=-0.1675 replay=0.0264 self_state=active attractor=explore mean_energy=0.7537 mean_motivation=0.5686 mean_risk=-1.1143 mean_velocity=0.2402 clusters=1 memory_center=2.1990 memory_strength=46
MCM_STATE | mode=market impulse=-0.6372 motivation=-0.1496 risk=-0.2203 replay=0.0202 self_state=active attractor=explore mean_energy=-0.4451 mean_motivation=0.3609 mean_risk=-1.1579 mean_velocity=0.2793 clusters=1 memory_center=2.1990 memory_strength=39
MCM_STATE | mode=market impulse=0.6481 motivation=0.0761 risk=-0.1026 replay=-0.0219 self_state=active attractor=explore mean_energy=0.4783 mean_motivation=0.3598 mean_risk=-1.0886 mean_velocity=0.2932 clusters=1 memory_center=2.1990 memory_strength=33
MCM_STATE | mode=market impulse=1.3549 motivation=0.2885 risk=-0.1477 replay=-0.0130 self_state=active attractor=explore mean_energy=1.9500 mean_motivation=0.5972 mean_risk=-1.1423 mean_velocity=0.1955 clusters=1 memory_center=2.1995 memory_strength=40
MCM_STATE | mode=market impulse=-0.4497 motivation=-0.0686 risk=-0.1218 replay=-0.0130 self_state=active attractor=explore mean_energy=1.0555 mean_motivation=0.5167 mean_risk=-1.1291 mean_velocity=0.2538 clusters=1 memory_center=2.1995 memory_strength=34
