timestamp;runtime_tick;sequence;phase;reason;decision;form_symbol_id;form_symbol_family_key;form_symbol_variant_key;form_symbol_scope;form_symbol_abstraction_level;form_symbol_resolution_quality;form_symbol_detail_pressure;form_symbol_object_distance;form_symbol_containment;form_symbol_field_decoupling;form_symbol_development_quality;form_symbol_action_affinity;form_symbol_observation_affinity;form_symbol_reframe_potential;form_symbol_action_binding;form_symbol_observation_binding;form_symbol_reframe_binding;form_symbol_memory_loaded;form_symbol_memory_symbol_count;form_symbol_seen;form_symbol_maturity;form_symbol_stability;form_symbol_resonance;form_symbol_load_reduction;form_symbol_zoom_need;form_symbol_split_pressure;form_symbol_merge_pressure;form_symbol_bearing;form_symbol_fragility;form_symbol_relevance;form_symbol_novelty;form_symbol_distance;form_symbol_compound_id;form_symbol_compound_scope;form_symbol_compound_seen;form_symbol_compound_maturity;form_symbol_compound_stability;form_symbol_compound_resonance;form_symbol_compound_bearing;form_symbol_compound_load_reduction;form_symbol_compound_novelty;form_symbol_compound_development_quality;form_symbol_compound_action_affinity;form_symbol_compound_observation_affinity;form_symbol_compound_reframe_potential;form_symbol_memory_compound_count;structure_quality;context_confidence;field_clarity;field_pressure;field_fragmentation
1767381000000000;19;12;observe;structure_bearing_observe;LONG;fs_9a320c9504;2|0.00|0.00|0.00|0.40|0.40|0.35|0.70|0.00;-0.20|-0.20|-0.20|-0.20|0.00|0.20|0.00|0.60|0.40|1.00|0.20|0.80|0.60|0.40|0.60|0.60|0.00|0.00|0.00;structured_form;2;0.5863;0.1795;0.2974;0.4283;0.3327;0.0000;0.5000;0.0000;0.0000;0.4316;0.0326;0.0000;1;327;69;0.8961;0.7500;0.6003;0.4472;0.1722;0.0716;0.6450;0.6304;0.2325;0.2092;0.2107;0.1068;fc_73f7464271;compound_form;5;0.2778;0.7031;0.1516;0.5787;0.0955;0.7232;0.0000;0.5000;0.0000;0.0000;771;0.5928;0.5905;0.1000;0.0000;0.0000
1767381300000000;20;13;observe;structure_bearing_observe;LONG;fs_3fdde70073;2|0.00|0.40|0.00|0.00|0.40|0.70|0.70|0.00;0.20|0.20|0.20|0.20|0.00|0.00|0.00|0.80|0.20|1.00|0.40|0.80|0.60|0.60|0.60|0.60|0.00|0.00|0.00;structured_form;2;0.6094;0.2351;0.3377;0.4526;0.3699;-0.0751;0.4955;0.0365;0.0422;0.4317;0.0466;0.0253;1;327;192;0.9600;0.7255;0.6234;0.4653;0.1615;0.0525;0.6727;0.6509;0.1711;0.2584;0.1449;0.1049;fc_43b5ab41da;compound_form;5;0.2778;0.6777;0.1481;0.5762;0.0923;0.7263;0.0000;0.5000;0.0000;0.0000;771;0.6452;0.6553;0.1000;0.0000;0.0000
1767381600000000;21;14;hold;context_cluster_negative;WAIT;fs_baed7124ad;1|0.55|0.55|0.55|0.00|0.50|0.50|0.00;0.40|0.40|0.20|0.60|0.00|0.20|0.00|0.20|0.80|0.80|0.00|0.60|0.60|0.40|0.60|0.60|0.00|0.00|0.00;wide_form;1;0.5394;0.2477;0.1962;0.3306;0.2379;-0.0596;0.4987;0.0283;0.0222;0.3976;0.0669;0.0133;1;327;1336;0.9940;0.5757;0.4860;0.3210;0.2046;0.1354;0.5939;0.5701;0.3522;0.2515;0.1566;0.1507;fc_df7915aee0;compound_form;1;0.0714;0.2220;0.0120;0.4278;0.0054;0.9447;0.0000;0.5000;0.0000;0.0000;772;0.5944;0.6105;0.1000;0.0000;0.0000
1767381900000000;22;15;hold;fused_score_too_low;WAIT;fs_f6ee270ee8;1|0.55|0.55|0.55|0.55|0.50|0.50|0.00;0.40|0.60|0.40|0.80|0.20|0.40|0.00|0.20|0.80|0.80|0.00|0.60|0.60|0.40|0.60|0.60|0.00|0.00|0.00;wide_form;1;0.5327;0.3178;0.2145;0.3427;0.2518;-0.1098;0.4899;0.0574;0.0663;0.4937;0.0827;0.0398;1;327;784;0.9899;0.6052;0.5304;0.3528;0.2102;0.1155;0.6197;0.5668;0.3365;0.3069;0.1247;0.1146;fc_0624442c2e;compound_form;153;0.9217;0.7413;0.4985;0.5973;0.4158;0.0790;0.0000;0.5000;0.0000;0.0000;772;0.6086;0.6280;0.1000;0.0000;0.0000
1767382200000000;23;16;hold;stressed_block;WAIT;fs_f6ee270ee8;1|0.55|0.55|0.55|0.55|0.50|0.50|0.00;0.40|0.60|0.40|0.80|0.20|0.20|0.00|0.20|0.80|0.60|0.00|0.60|0.60|0.40|0.60|0.60|0.00|0.00|0.00;wide_form;1;0.5301;0.3307;0.2182;0.3426;0.2531;-0.1098;0.4899;0.0574;0.0663;0.3828;0.0812;0.0398;1;327;785;0.9899;0.6121;0.5279;0.3500;0.2153;0.1148;0.6191;0.5648;0.3260;0.3142;0.1387;0.1287;-;single;0;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.5000;0.0000;0.0000;772;0.6227;0.6454;0.1000;0.0000;0.0000
1767382500000000;24;17;observe;zero_point_regulation;WAIT;fs_baed7124ad;1|0.55|0.55|0.55|0.00|0.50|0.50|0.00;0.60|0.60|0.60|1.00|0.00|0.00|0.20|0.40|0.60|0.40|0.20|0.40|0.60|0.60|0.60|0.80|0.00|0.00|0.00;wide_form;1;0.5106;0.4200;0.1958;0.3051;0.2234;-0.0596;0.4987;0.0283;0.0222;0.4886;0.0665;0.0183;1;327;1337;0.9941;0.5760;0.4724;0.2933;0.2523;0.1336;0.5864;0.5432;0.3104;0.3881;0.1809;0.1750;fc_f301df4f17;compound_form;80;0.8602;0.7340;0.4578;0.5803;0.3708;0.1441;-0.0371;0.5006;0.0266;0.0222;772;0.6515;0.6994;0.1000;0.0000;0.0000
1767382800000000;25;18;hold;maturity_block;SHORT;fs_baed7124ad;1|0.55|0.55|0.55|0.00|0.50|0.50|0.00;0.40|0.40|0.40|0.80|0.00|0.20|0.00|0.60|0.40|0.60|0.20|0.40|0.60|0.40|0.60|0.60|0.00|0.00|0.00;wide_form;1;0.5210;0.3418;0.2154;0.3390;0.2556;-0.0596;0.4987;0.0283;0.0222;0.3866;0.0556;0.0133;1;327;1338;0.9941;0.5865;0.5120;0.3406;0.2031;0.1105;0.6093;0.5532;0.2716;0.3180;0.1278;0.1218;-;single;0;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.5000;0.0000;0.0000;772;0.6250;0.6483;0.1000;0.0000;0.0000
1767383100000000;26;19;hold;context_cluster_negative;WAIT;fs_f6ee270ee8;1|0.55|0.55|0.55|0.55|0.50|0.50|0.00;0.60|0.40|0.60|0.80|0.00|0.20|0.00|0.60|0.40|0.60|0.20|0.60|0.60|0.60|0.60|0.80|0.00|0.00|0.00;wide_form;1;0.5522;0.3707;0.2416;0.3507;0.2705;-0.1098;0.4899;0.0574;0.0663;0.4963;0.0677;0.0398;1;327;786;0.9899;0.6134;0.5135;0.3405;0.2155;0.1032;0.6114;0.5848;0.2292;0.3491;0.1646;0.1545;fc_0624442c2e;compound_form;154;0.9222;0.7358;0.4967;0.5950;0.4126;0.0842;0.0000;0.5000;0.0000;0.0000;772;0.6515;0.6994;0.1000;0.0000;0.0000
1767383400000000;27;20;observe;zero_point_regulation;WAIT;fs_c0a6cc6e8e;1|0.00|0.55|0.00|0.00|0.50|0.50|0.00;0.40|0.20|0.60|0.40|0.00|0.20|0.00|0.20|0.80|0.80|0.20|0.60|0.60|0.60|0.60|0.80|0.00|0.00|0.00;wide_form;1;0.5690;0.2565;0.2142;0.3387;0.2462;-0.1196;0.4865;0.0647;0.0495;0.4625;0.0875;0.0297;1;327;1147;0.9931;0.5996;0.4862;0.3197;0.2171;0.1335;0.5962;0.6017;0.3387;0.2676;0.1904;0.1834;fc_7f6fab6342;compound_form;23;0.6389;0.7415;0.3434;0.5906;0.2567;0.3645;0.0000;0.5000;0.0000;0.0000;772;0.6444;0.6906;0.1000;0.0000;0.0000
1767383700000000;28;21;hold;context_cluster_negative;WAIT;fs_3fdde70073;2|0.00|0.40|0.00|0.00|0.40|0.70|0.70|0.00;0.40|0.20|0.60|0.20|0.00|0.00|0.00|0.20|0.80|0.80|0.00|0.60|0.60|0.60|0.60|0.80|0.00|0.00|0.00;structured_form;2;0.5810;0.2238;0.2688;0.3908;0.2923;-0.0751;0.4955;0.0365;0.0422;0.4403;0.0683;0.0253;1;327;193;0.9602;0.7128;0.5610;0.3915;0.2116;0.1025;0.6397;0.6237;0.3261;0.2414;0.2201;0.1803;fc_5f74314695;compound_form;8;0.3810;0.7163;0.2014;0.5765;0.1334;0.6235;0.0000;0.5000;0.0000;0.0000;772;0.6374;0.6819;0.1000;0.0000;0.0000
1767384000000000;29;22;hold;stressed_block;WAIT;fs_2d6e46df34;1|0.00|0.55|0.00|-0.55|0.50|0.50|0.00;0.40|0.20|0.60|0.20|0.00|0.00|0.40|0.20|0.80|0.80|0.40|0.60|0.60|0.60|0.60|0.60|0.00|0.00|0.00;wide_form;1;0.5605;0.2770;0.2391;0.3604;0.2662;0.0000;0.5000;0.0000;0.0000;0.4024;0.0472;0.0000;1;327;394;0.9801;0.6553;0.5375;0.3596;0.2241;0.1138;0.6260;0.5986;0.3374;0.3009;0.1830;0.1631;fc_15ac54c414;compound_form;1;0.0714;0.2343;0.0126;0.4329;0.0058;0.9336;0.0000;0.5000;0.0000;0.0000;773;0.6557;0.6862;0.1000;0.0000;0.0000
1767384300000000;30;23;hold;maturity_block;SHORT;fs_c0a6cc6e8e;1|0.00|0.55|0.00|0.00|0.50|0.50|0.00;0.20|0.00|0.40|0.00|0.00|0.00|0.20|0.40|0.60|1.00|0.20|0.80|0.40|0.00|0.40|0.40|0.00|0.00|0.00;wide_form;1;0.5160;0.1976;0.2279;0.3710;0.2829;-0.1196;0.4865;0.0647;0.0495;0.4733;0.0777;0.0297;1;327;1148;0.9931;0.6107;0.5405;0.3804;0.1664;0.0994;0.6267;0.5461;0.2684;0.2289;0.1158;0.1089;fc_2ac2586d5c;compound_form;50;0.7937;0.7492;0.4438;0.5923;0.3525;0.2168;0.0000;0.5000;0.0000;0.0000;773;0.4505;0.4481;0.1000;0.0000;0.0000
1767384600000000;31;24;observe;zero_point_regulation;WAIT;fs_20b0a67b0f;2|0.40|0.80|0.40|-0.80|0.40|0.70|0.35|0.00;0.80|0.40|1.00|0.40|0.20|0.00|0.80|0.80|0.20|0.60|0.80|0.80|0.60|0.60|0.60|0.80|0.20|0.40|0.00;structured_form;2;0.5898;0.4449;0.2699;0.3591;0.2762;0.0000;0.5000;0.0000;0.0000;0.4080;0.0279;0.0000;1;327;63;0.8873;0.6939;0.5378;0.3500;0.2584;0.0902;0.6020;0.6387;0.1991;0.4624;0.2392;0.1265;fc_3d6399b39e;compound_form;1;0.0714;0.2212;0.0118;0.4159;0.0053;0.9471;0.0000;0.5000;0.0000;0.0000;774;0.6401;0.6823;0.1491;0.3167;0.0000
1767384900000000;32;25;hold;fused_score_too_low;WAIT;fs_2d6e46df34;1|0.00|0.55|0.00|-0.55|0.50|0.50|0.00;0.40|0.20|0.60|0.20|0.20|0.00|0.40|0.60|0.40|0.80|0.40|0.80|0.60|0.20|0.60|0.60|0.00|0.00|0.00;wide_form;1;0.5583;0.2629;0.2820;0.4085;0.3247;0.0000;0.5000;0.0000;0.0000;0.4211;0.0303;0.0000;1;327;395;0.9801;0.6669;0.5993;0.4301;0.1721;0.0692;0.6594;0.5916;0.2166;0.2950;0.1030;0.0831;fc_ff4951c429;compound_form;4;0.2353;0.5868;0.1053;0.5324;0.0615;0.7741;0.0000;0.5000;0.0000;0.0000;774;0.5247;0.5397;0.1000;0.0000;0.0000
1767385200000000;33;26;hold;stressed_block;WAIT;fs_2d6e46df34;1|0.00|0.55|0.00|-0.55|0.50|0.50|0.00;0.40|0.20|0.60|0.00|0.20|0.00|0.40|0.20|0.80|0.80|0.20|0.60|0.60|0.40|0.60|0.60|0.00|0.00|0.00;wide_form;1;0.5341;0.2506;0.2400;0.3705;0.2752;0.0000;0.5000;0.0000;0.0000;0.3902;0.0477;0.0000;1;327;396;0.9802;0.6670;0.5634;0.3852;0.2111;0.1048;0.6409;0.5727;0.3411;0.2833;0.1581;0.1383;-;single;0;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.5000;0.0000;0.0000;774;0.5536;0.5754;0.1000;0.0000;0.0000
1767385500000000;34;27;hold;fused_score_too_low;WAIT;fs_eb420e0673;1|0.00|0.55|0.00|0.55|0.50|0.50|0.00;0.40|0.20|0.40|0.00|0.40|0.40|0.00|0.60|0.40|0.80|0.20|0.80|0.40|0.20|0.60|0.60|0.00|0.00|0.00;wide_form;1;0.5178;0.2433;0.2676;0.4009;0.3172;-0.0377;0.4997;0.0175;0.0195;0.4786;0.0427;0.0117;1;327;813;0.9903;0.6651;0.5887;0.4246;0.1673;0.0748;0.6570;0.5550;0.2274;0.2545;0.1158;0.1060;fc_7a4a5865d3;compound_form;41;0.7593;0.7645;0.4451;0.5917;0.3517;0.2443;0.0000;0.5000;0.0000;0.0000;774;0.5000;0.5092;0.1000;0.0000;0.0000
1767385800000000;35;28;hold;stressed_block;WAIT;fs_c0a6cc6e8e;1|0.00|0.55|0.00|0.00|0.50|0.50|0.00;0.20|0.20|0.40|0.00|0.40|0.20|0.00|0.20|0.80|0.80|0.20|0.60|0.60|0.20|0.60|0.60|0.00|0.00|0.00;wide_form;1;0.5009;0.2186;0.2151;0.3586;0.2657;-0.1196;0.4865;0.0647;0.0495;0.4826;0.0902;0.0324;1;327;1149;0.9931;0.6187;0.5404;0.3738;0.1839;0.1108;0.6274;0.5366;0.3306;0.2298;0.1274;0.1205;fc_a2f8901cc8;compound_form;98;0.8829;0.7574;0.5086;0.5878;0.4195;0.1208;-0.0339;0.4995;0.0180;0.0115;774;0.5041;0.5184;0.1000;0.0000;0.0000
1767386100000000;36;29;observe;zero_point_regulation;WAIT;fs_eb420e0673;1|0.00|0.55|0.00|0.55|0.50|0.50|0.00;0.20|0.00|0.20|-0.20|0.40|0.40|0.00|0.00|1.00|0.80|0.00|0.60|0.60|0.20|0.60|0.60|0.00|0.00|0.00;wide_form;1;0.4854;0.1947;0.2149;0.3581;0.2599;-0.0377;0.4997;0.0175;0.0195;0.4908;0.0644;0.0117;1;327;814;0.9903;0.6594;0.5425;0.3728;0.2045;0.1197;0.6325;0.5282;0.3830;0.2121;0.1789;0.1692;fc_ab7d420457;compound_form;107;0.8917;0.7565;0.5044;0.5785;0.4169;0.1100;0.0000;0.5000;0.0000;0.0000;774;0.5041;0.5184;0.1000;0.0000;0.0000
1767386400000000;37;30;observe;zero_point_regulation;WAIT;fs_0033aca897;1|0.00|0.00|0.00|0.55|0.50|0.50|0.00;0.20|0.20|0.20|0.00|0.40|0.60|0.00|0.40|0.60|0.80|0.20|0.60|0.40|0.00|0.40|0.40|0.20|0.40|0.00;wide_form;1;0.4808;0.2373;0.1989;0.3367;0.2428;0.0000;0.5000;0.0000;0.0000;0.4542;0.0521;0.0000;1;327;1625;0.9951;0.6147;0.5105;0.3400;0.2125;0.1299;0.6117;0.5325;0.3721;0.2475;0.1703;0.1654;fc_d33fec0aa9;compound_form;18;0.5806;0.7457;0.3202;0.5487;0.2326;0.4202;0.0000;0.5000;0.0000;0.0000;774;0.4835;0.4929;0.1263;0.3003;0.0000
1767386700000000;38;31;observe;zero_point_regulation;WAIT;fs_8076db99c0;1|-0.55|0.00|-0.55|0.00|0.50|0.50|0.00;-0.20|-0.40|-0.20|-0.80|0.20|0.00|0.20|0.60|0.40|0.60|0.40|0.40|0.40|0.00|0.40|0.40|0.20|0.40|0.00;wide_form;1;0.4270;0.3750;0.2218;0.3465;0.2608;0.0000;0.5000;0.0000;0.0000;0.4195;0.0433;0.0000;1;327;213;0.9638;0.6792;0.5675;0.3797;0.2324;0.0979;0.6394;0.4823;0.3091;0.3426;0.1693;0.1331;fc_1c93c186ba;compound_form;7;0.3500;0.6888;0.1800;0.4987;0.1144;0.6601;0.0000;0.5000;0.0000;0.0000;774;0.4655;0.4706;0.2451;0.3339;0.0000
1767387000000000;39;32;observe;zero_point_regulation;WAIT;fs_a8613b4c0b;1|-0.55|-1.10|-0.55|0.00|0.50|0.50|0.00;-0.80|-0.60|-0.80|-0.80|0.00|0.00|0.20|0.80|0.20|0.40|0.60|0.40|0.40|0.20|0.60|0.60|0.20|0.40|0.00;wide_form;1;0.4439;0.5048;0.2153;0.3162;0.2392;0.0000;0.5000;0.0000;0.0000;0.3877;0.0383;0.0000;1;327;275;0.9717;0.6410;0.5283;0.3291;0.2727;0.1061;0.6167;0.4936;0.2733;0.4693;0.1800;0.1517;fc_6cc13e3b55;compound_form;1;0.0714;0.2309;0.0124;0.3548;0.0056;0.9308;0.0000;0.5000;0.0000;0.0000;775;0.4995;0.5266;0.2420;0.3461;0.0000
1767387300000000;40;33;observe;zero_point_regulation;WAIT;fs_8f3f69327b;1|-0.55|-0.55|-0.55|-0.55|0.50|0.50|0.00;-0.40|-0.40|-0.60|-0.60|0.00|0.00|0.60|0.40|0.60|0.60|0.40|0.40|0.40|0.00|0.40|0.40|0.00|0.00|0.00;wide_form;1;0.3980;0.3714;0.1818;0.3125;0.2287;0.0000;0.5000;0.0000;0.0000;0.4452;0.0470;0.0061;1;327;375;0.9791;0.6093;0.5239;0.3361;0.2397;0.1185;0.6131;0.4365;0.3360;0.3699;0.1428;0.1219;fc_9a43fe7c2f;compound_form;21;0.6176;0.7363;0.3363;0.5068;0.2441;0.3938;0.0000;0.5000;0.0000;0.0000;775;0.4166;0.4242;0.1000;0.0000;0.0000
1767387600000000;41;34;observe;zero_point_regulation;WAIT;fs_86568b7d2d;1|0.00|-0.55|0.00|0.00|0.50|0.50|0.00;-0.20|-0.20|-0.40|-0.40|0.00|0.00|0.00|0.60|0.40|0.80|0.20|0.60|0.40|0.00|0.40|0.40|0.00|0.00|0.00;wide_form;1;0.4634;0.2524;0.2214;0.3604;0.2743;0.0000;0.5000;0.0000;0.0000;0.3887;0.0396;0.0000;1;327;1246;0.9936;0.6320;0.5477;0.3792;0.1880;0.0996;0.6329;0.5010;0.2827;0.2611;0.1343;0.1279;fc_af80e93bd2;compound_form;1;0.0714;0.2177;0.0116;0.3388;0.0051;0.9415;0.0000;0.5000;0.0000;0.0000;776;0.4166;0.4242;0.1000;0.0000;0.0000
1767387900000000;42;35;hold;context_cluster_negative;WAIT;fs_9d7717264b;1|0.00|-0.55|0.00|0.55|0.50|0.50|0.00;-0.40|-0.20|-0.40|-0.40|-0.20|0.60|0.00|0.40|0.60|0.80|0.20|0.60|0.40|0.00|0.40|0.40|0.00|0.00|0.00;wide_form;1;0.4647;0.2446;0.2282;0.3698;0.2801;0.0000;0.5000;0.0000;0.0000;0.4902;0.0433;0.0000;1;327;795;0.9900;0.6551;0.5732;0.4002;0.1902;0.0952;0.6477;0.5055;0.3095;0.2614;0.1262;0.1162;fc_e128392e5a;compound_form;135;0.9122;0.7565;0.5232;0.5636;0.4345;0.0888;0.0000;0.5000;0.0000;0.0000;776;0.4166;0.4242;0.1000;0.0000;0.0000
